jammer,algorithm,adapter,jsr_db,seed,oracle_target_idx_passed,oracle_jammer_type_passed,oracle_true_jammer_signal_passed,output_shape,expected_shape,shape_ok,complex_dtype_ok,finite_ok,input_unchanged,interface_status,template_finite_ok,runtime_ms,memory_usage_bytes,target_only,role,target_only_interface_status
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.28791598742827773,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.28204103000462055,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,42,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,43,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2769999555312097,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,43,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,44,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27304200921207666,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,44,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,45,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2843340043909848,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,45,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,46,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.3433750243857503,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,46,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,47,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27054199017584324,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,47,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,48,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2696249866858125,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,48,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,49,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27424999279901385,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,49,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,50,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.28295902302488685,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,50,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27412502095103264,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27312501333653927,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,42,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,43,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2721670316532254,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,43,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,44,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.272165983915329,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,44,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,45,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2766670077107847,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,45,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,46,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.275125028565526,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,46,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,47,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.280542008113116,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,47,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,48,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2714170259423554,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,48,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,49,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2732919529080391,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,49,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,50,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27608301024883986,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,50,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2793750027194619,967037,False,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.90729100769386,1156020,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,42,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,43,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.04733302583918,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,43,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,44,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.67066595517099,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,44,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,45,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.03520796261728,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,45,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,46,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.894457996822894,1129518,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,46,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,47,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.796415981370956,1129566,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,47,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,48,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.789874953683466,1129638,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,48,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,49,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,40.85233301157132,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,49,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,50,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.202666957862675,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,50,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.30416697403416,1129542,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.52366703702137,1129638,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,42,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,43,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.81091602286324,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,43,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,44,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.32866599643603,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,44,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,45,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.13508402183652,1129614,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,45,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,46,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,38.39620901271701,1129518,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,46,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,47,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.139874999411404,1129566,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,47,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,48,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.069583020638674,1129638,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,48,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,49,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.70854197116569,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,49,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,50,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.85441700508818,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,50,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.62270796485245,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.0307500124909,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,42,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,43,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.12016598042101,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,43,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,44,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.41558301448822,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,44,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,45,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,42.76133299572393,1129614,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,45,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,46,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,41.862000012770295,1129518,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,46,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,47,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,41.81320802308619,1129566,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,47,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,48,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,43.20904199266806,1129638,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,48,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,49,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,42.310832999646664,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,49,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,50,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,41.468874958809465,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,50,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,20.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,44.124041975010186,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,20.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,42.665582965128124,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,42,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,43,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,43.01866702735424,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,43,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,44,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,41.046292055398226,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,44,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,45,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,43.33124996628612,1129614,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,45,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,46,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,42.31983399949968,1129518,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,46,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,47,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,50.932624959386885,1129566,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,47,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,48,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,61.69695901917294,1129638,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,48,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,49,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,47.61370801134035,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,49,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,50,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,53.60812501749024,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,50,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseAimedJam,FrFT,frft_filter,30.0,51,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,49.65779202757403,1129590,False,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,30.0,51,False,False,False,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,identity,
FMNoiseSaopin,FrFT,frft_filter,0.0,42,False,False,False,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,45.752374979201704,1129670,False,algorithm,PASS
